"X.1","X","council","site","beachbugs","beach_id","region","longitude","latitude","date","day","month","year","logbeachbugs","beachbugsdiff","buggier_all","buggier_site"
1097,1097,"Waverley Council","Bronte Beach",22,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"28/12/2014",28,12,2014,3.09104245335832,18.9089575466417,FALSE,FALSE
1098,1098,"Waverley Council","Bronte Beach",0,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"18/09/2014",18,9,2014,-Inf,Inf,FALSE,FALSE
1099,1099,"Waverley Council","Bronte Beach",1,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"24/09/2014",24,9,2014,0,1,FALSE,FALSE
1100,1100,"Waverley Council","Bronte Beach",5,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"13/12/2014",13,12,2014,1.6094379124341,3.3905620875659,FALSE,FALSE
1101,1101,"Waverley Council","Bronte Beach",1,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"19/12/2014",19,12,2014,0,1,FALSE,FALSE
1102,1102,"Waverley Council","Bronte Beach",72,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"04/12/2014",4,12,2014,4.27666611901606,67.7233338809839,TRUE,TRUE
1103,1103,"Waverley Council","Bronte Beach",0,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"21/10/2014",21,10,2014,-Inf,Inf,FALSE,FALSE
1104,1104,"Waverley Council","Bronte Beach",15,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"21/08/2014",21,8,2014,2.70805020110221,12.2919497988978,FALSE,FALSE
1105,1105,"Waverley Council","Bronte Beach",0,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"24/07/2014",24,7,2014,-Inf,Inf,FALSE,FALSE
1106,1106,"Waverley Council","Bronte Beach",0,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"14/07/2014",14,7,2014,-Inf,Inf,FALSE,FALSE
1107,1107,"Waverley Council","Bronte Beach",0,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"05/08/2014",5,8,2014,-Inf,Inf,FALSE,FALSE
1108,1108,"Waverley Council","Bronte Beach",4,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"03/06/2014",3,6,2014,1.38629436111989,2.61370563888011,FALSE,FALSE
1109,1109,"Waverley Council","Bronte Beach",56,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"10/06/2014",10,6,2014,4.02535169073515,51.9746483092649,TRUE,TRUE
1110,1110,"Waverley Council","Bronte Beach",4,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"19/06/2014",19,6,2014,1.38629436111989,2.61370563888011,FALSE,FALSE
1111,1111,"Waverley Council","Bronte Beach",0,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"26/06/2014",26,6,2014,-Inf,Inf,FALSE,FALSE
1112,1112,"Waverley Council","Bronte Beach",1,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"08/07/2014",8,7,2014,0,1,FALSE,FALSE
1113,1113,"Waverley Council","Bronte Beach",0,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"22/05/2014",22,5,2014,-Inf,Inf,FALSE,FALSE
1114,1114,"Waverley Council","Bronte Beach",4,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"12/05/2014",12,5,2014,1.38629436111989,2.61370563888011,FALSE,FALSE
1115,1115,"Waverley Council","Bronte Beach",9,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"16/05/2014",16,5,2014,2.19722457733622,6.80277542266378,FALSE,FALSE
1116,1116,"Waverley Council","Bronte Beach",2,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"22/04/2014",22,4,2014,0.693147180559945,1.30685281944005,FALSE,FALSE
1117,1117,"Waverley Council","Bronte Beach",10,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"29/03/2014",29,3,2014,2.30258509299405,7.69741490700595,FALSE,FALSE
1118,1118,"Waverley Council","Bronte Beach",510,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"06/04/2014",6,4,2014,6.23441072571837,503.765589274282,TRUE,TRUE
1119,1119,"Waverley Council","Bronte Beach",6,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"21/03/2014",21,3,2014,1.79175946922805,4.20824053077195,FALSE,FALSE
1120,1120,"Waverley Council","Bronte Beach",28,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"13/03/2014",13,3,2014,3.3322045101752,24.6677954898248,FALSE,FALSE
1121,1121,"Waverley Council","Bronte Beach",24,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"05/03/2014",5,3,2014,3.17805383034795,20.8219461696521,FALSE,FALSE
1122,1122,"Waverley Council","Bronte Beach",1,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"09/02/2014",9,2,2014,0,1,FALSE,FALSE
1123,1123,"Waverley Council","Bronte Beach",14,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"16/01/2014",16,1,2014,2.63905732961526,11.3609426703847,FALSE,FALSE
1124,1124,"Waverley Council","Bronte Beach",2,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"08/01/2014",8,1,2014,0.693147180559945,1.30685281944005,FALSE,FALSE
1125,1125,"Waverley Council","Bronte Beach",19,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"26/11/2014",26,11,2014,2.94443897916644,16.0555610208336,FALSE,FALSE
1126,1126,"Waverley Council","Bronte Beach",7,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"18/11/2014",18,11,2014,1.94591014905531,5.05408985094469,FALSE,FALSE
1127,1127,"Waverley Council","Bronte Beach",1,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"02/11/2014",2,11,2014,0,1,FALSE,FALSE
1128,1128,"Waverley Council","Bronte Beach",8,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"10/11/2014",10,11,2014,2.07944154167984,5.92055845832016,FALSE,FALSE
1129,1129,"Waverley Council","Bronte Beach",7,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"25/10/2014",25,10,2014,1.94591014905531,5.05408985094469,FALSE,FALSE
1130,1130,"Waverley Council","Bronte Beach",3,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"08/10/2014",8,10,2014,1.09861228866811,1.90138771133189,FALSE,FALSE
1131,1131,"Waverley Council","Bronte Beach",1,24,"Sydney City Ocean Beaches",151.268622,-33.903069,"16/10/2014",16,10,2014,0,1,FALSE,FALSE
1132,1132,"Waverley Council","Tamarama Beach",18,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"08/10/2014",8,10,2014,2.89037175789616,15.1096282421038,FALSE,FALSE
1133,1133,"Waverley Council","Tamarama Beach",0,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"10/11/2014",10,11,2014,-Inf,Inf,FALSE,FALSE
1134,1134,"Waverley Council","Tamarama Beach",4,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"18/11/2014",18,11,2014,1.38629436111989,2.61370563888011,FALSE,FALSE
1135,1135,"Waverley Council","Tamarama Beach",4,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"02/11/2014",2,11,2014,1.38629436111989,2.61370563888011,FALSE,FALSE
1136,1136,"Waverley Council","Tamarama Beach",14,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"26/11/2014",26,11,2014,2.63905732961526,11.3609426703847,FALSE,FALSE
1137,1137,"Waverley Council","Tamarama Beach",78,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"04/12/2014",4,12,2014,4.35670882668959,73.6432911733104,TRUE,TRUE
1138,1138,"Waverley Council","Tamarama Beach",28,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"08/01/2014",8,1,2014,3.3322045101752,24.6677954898248,FALSE,FALSE
1139,1139,"Waverley Council","Tamarama Beach",0,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"16/01/2014",16,1,2014,-Inf,Inf,FALSE,FALSE
1140,1140,"Waverley Council","Tamarama Beach",10,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"28/12/2014",28,12,2014,2.30258509299405,7.69741490700595,FALSE,FALSE
1141,1141,"Waverley Council","Tamarama Beach",3,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"09/02/2014",9,2,2014,1.09861228866811,1.90138771133189,FALSE,FALSE
1142,1142,"Waverley Council","Tamarama Beach",10,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"05/03/2014",5,3,2014,2.30258509299405,7.69741490700595,FALSE,FALSE
1143,1143,"Waverley Council","Tamarama Beach",33,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"13/03/2014",13,3,2014,3.49650756146648,29.5034924385335,FALSE,FALSE
1144,1144,"Waverley Council","Tamarama Beach",5,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"21/03/2014",21,3,2014,1.6094379124341,3.3905620875659,FALSE,FALSE
1145,1145,"Waverley Council","Tamarama Beach",6,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"29/03/2014",29,3,2014,1.79175946922805,4.20824053077195,FALSE,FALSE
1146,1146,"Waverley Council","Tamarama Beach",6,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"14/04/2014",14,4,2014,1.79175946922805,4.20824053077195,FALSE,FALSE
1147,1147,"Waverley Council","Tamarama Beach",2,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"22/04/2014",22,4,2014,0.693147180559945,1.30685281944005,FALSE,FALSE
1148,1148,"Waverley Council","Tamarama Beach",0,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"12/05/2014",12,5,2014,-Inf,Inf,FALSE,FALSE
1149,1149,"Waverley Council","Tamarama Beach",14,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"28/05/2014",28,5,2014,2.63905732961526,11.3609426703847,FALSE,FALSE
1150,1150,"Waverley Council","Tamarama Beach",1,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"08/07/2014",8,7,2014,0,1,FALSE,FALSE
1151,1151,"Waverley Council","Tamarama Beach",1100,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"10/06/2014",10,6,2014,7.00306545878646,1092.99693454121,TRUE,TRUE
1152,1152,"Waverley Council","Tamarama Beach",2,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"19/06/2014",19,6,2014,0.693147180559945,1.30685281944005,FALSE,FALSE
1153,1153,"Waverley Council","Tamarama Beach",1,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"03/06/2014",3,6,2014,0,1,FALSE,FALSE
1154,1154,"Waverley Council","Tamarama Beach",4,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"15/08/2014",15,8,2014,1.38629436111989,2.61370563888011,FALSE,FALSE
1155,1155,"Waverley Council","Tamarama Beach",2,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"01/08/2014",1,8,2014,0.693147180559945,1.30685281944005,FALSE,FALSE
1156,1156,"Waverley Council","Tamarama Beach",1,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"05/08/2014",5,8,2014,0,1,FALSE,FALSE
1157,1157,"Waverley Council","Tamarama Beach",0,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"24/07/2014",24,7,2014,-Inf,Inf,FALSE,FALSE
1158,1158,"Waverley Council","Tamarama Beach",44,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"21/08/2014",21,8,2014,3.78418963391826,40.2158103660817,TRUE,TRUE
1159,1159,"Waverley Council","Tamarama Beach",0,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"11/08/2014",11,8,2014,-Inf,Inf,FALSE,FALSE
1160,1160,"Waverley Council","Tamarama Beach",3,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"27/08/2014",27,8,2014,1.09861228866811,1.90138771133189,FALSE,FALSE
1161,1161,"Waverley Council","Tamarama Beach",0,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"21/10/2014",21,10,2014,-Inf,Inf,FALSE,FALSE
1162,1162,"Waverley Council","Tamarama Beach",3,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"16/10/2014",16,10,2014,1.09861228866811,1.90138771133189,FALSE,FALSE
1163,1163,"Waverley Council","Tamarama Beach",5,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"19/12/2014",19,12,2014,1.6094379124341,3.3905620875659,FALSE,FALSE
1164,1164,"Waverley Council","Tamarama Beach",12,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"13/12/2014",13,12,2014,2.484906649788,9.515093350212,FALSE,FALSE
1165,1165,"Waverley Council","Tamarama Beach",5,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"25/10/2014",25,10,2014,1.6094379124341,3.3905620875659,FALSE,FALSE
1166,1166,"Waverley Council","Tamarama Beach",0,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"24/09/2014",24,9,2014,-Inf,Inf,FALSE,FALSE
1167,1167,"Waverley Council","Tamarama Beach",4,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"30/09/2014",30,9,2014,1.38629436111989,2.61370563888011,FALSE,FALSE
1168,1168,"Waverley Council","Tamarama Beach",13,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"01/02/2014",1,2,2014,2.56494935746154,10.4350506425385,FALSE,FALSE
1169,1169,"Waverley Council","Tamarama Beach",2,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"24/01/2014",24,1,2014,0.693147180559945,1.30685281944005,FALSE,FALSE
1170,1170,"Waverley Council","Tamarama Beach",110,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"17/02/2014",17,2,2014,4.70048036579242,105.299519634208,TRUE,TRUE
1171,1171,"Waverley Council","Tamarama Beach",1,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"25/02/2014",25,2,2014,0,1,FALSE,FALSE
1172,1172,"Waverley Council","Tamarama Beach",450,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"06/04/2014",6,4,2014,6.10924758276437,443.890752417236,TRUE,TRUE
1173,1173,"Waverley Council","Tamarama Beach",7,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"30/04/2014",30,4,2014,1.94591014905531,5.05408985094469,FALSE,FALSE
1174,1174,"Waverley Council","Tamarama Beach",4,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"06/05/2014",6,5,2014,1.38629436111989,2.61370563888011,FALSE,FALSE
1175,1175,"Waverley Council","Tamarama Beach",3,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"16/05/2014",16,5,2014,1.09861228866811,1.90138771133189,FALSE,FALSE
1176,1176,"Waverley Council","Tamarama Beach",0,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"22/05/2014",22,5,2014,-Inf,Inf,FALSE,FALSE
1177,1177,"Waverley Council","Tamarama Beach",9,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"26/06/2014",26,6,2014,2.19722457733622,6.80277542266378,FALSE,FALSE
1178,1178,"Waverley Council","Tamarama Beach",0,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"18/07/2014",18,7,2014,-Inf,Inf,FALSE,FALSE
1179,1179,"Waverley Council","Tamarama Beach",68,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"03/07/2014",3,7,2014,4.21950770517611,63.7804922948239,TRUE,TRUE
1180,1180,"Waverley Council","Tamarama Beach",0,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"14/07/2014",14,7,2014,-Inf,Inf,FALSE,FALSE
1181,1181,"Waverley Council","Tamarama Beach",0,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"02/09/2014",2,9,2014,-Inf,Inf,FALSE,FALSE
1182,1182,"Waverley Council","Tamarama Beach",2,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"08/09/2014",8,9,2014,0.693147180559945,1.30685281944005,FALSE,FALSE
1183,1183,"Waverley Council","Tamarama Beach",7,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"12/09/2014",12,9,2014,1.94591014905531,5.05408985094469,FALSE,FALSE
1184,1184,"Waverley Council","Tamarama Beach",0,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"18/09/2014",18,9,2014,-Inf,Inf,FALSE,FALSE
1185,1185,"Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"27/07/2015",27,7,2015,0,1,FALSE,FALSE
1186,1186,"Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"31/07/2015",31,7,2015,-Inf,Inf,FALSE,FALSE
1187,1187,"Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"07/08/2015",7,8,2015,-Inf,Inf,FALSE,FALSE
1188,1188,"Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"14/08/2015",14,8,2015,-Inf,Inf,FALSE,FALSE
1189,1189,"Randwick Council","Clovelly Beach",19,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"19/08/2015",19,8,2015,2.94443897916644,16.0555610208336,FALSE,TRUE
1190,1190,"Randwick Council","Clovelly Beach",30,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"25/08/2015",25,8,2015,3.40119738166216,26.5988026183378,FALSE,TRUE
1191,1191,"Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"29/09/2015",29,9,2015,-Inf,Inf,FALSE,FALSE
1192,1192,"Randwick Council","Clovelly Beach",5,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"11/11/2015",11,11,2015,1.6094379124341,3.3905620875659,FALSE,FALSE
1193,1193,"Randwick Council","Clovelly Beach",2,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"17/11/2015",17,11,2015,0.693147180559945,1.30685281944005,FALSE,FALSE
1194,1194,"Randwick Council","Clovelly Beach",13,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"23/11/2015",23,11,2015,2.56494935746154,10.4350506425385,FALSE,TRUE
1195,1195,"Randwick Council","Clovelly Beach",2,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"29/11/2015",29,11,2015,0.693147180559945,1.30685281944005,FALSE,FALSE
1196,1196,"Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"05/12/2015",5,12,2015,0,1,FALSE,FALSE
1197,1197,"Randwick Council","Clovelly Beach",17,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"17/12/2015",17,12,2015,2.83321334405622,14.1667866559438,FALSE,TRUE
1198,1198,"Randwick Council","Clovelly Beach",75,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"22/12/2015",22,12,2015,4.31748811353631,70.6825118864637,TRUE,TRUE
1199,1199,"Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"29/12/2015",29,12,2015,-Inf,Inf,FALSE,FALSE
1200,1200,"Randwick Council","Clovelly Beach",6,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"14/02/2015",14,2,2015,1.79175946922805,4.20824053077195,FALSE,FALSE
1201,1201,"Randwick Council","Clovelly Beach",6,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"06/02/2015",6,2,2015,1.79175946922805,4.20824053077195,FALSE,FALSE
1202,1202,"Randwick Council","Clovelly Beach",11,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"25/03/2015",25,3,2015,2.39789527279837,8.60210472720163,FALSE,TRUE
1203,1203,"Randwick Council","Clovelly Beach",12,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"17/03/2015",17,3,2015,2.484906649788,9.515093350212,FALSE,TRUE
1204,1204,"Randwick Council","Clovelly Beach",12,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"09/04/2015",9,4,2015,2.484906649788,9.515093350212,FALSE,TRUE
1205,1205,"Randwick Council","Clovelly Beach",44,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"01/04/2015",1,4,2015,3.78418963391826,40.2158103660817,TRUE,TRUE
1206,1206,"Randwick Council","Clovelly Beach",29,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"27/04/2015",27,4,2015,3.36729582998647,25.6327041700135,FALSE,TRUE
1207,1207,"Randwick Council","Clovelly Beach",4,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"17/04/2015",17,4,2015,1.38629436111989,2.61370563888011,FALSE,FALSE
1208,1208,"Randwick Council","Clovelly Beach",3,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"27/05/2015",27,5,2015,1.09861228866811,1.90138771133189,FALSE,FALSE
1209,1209,"Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"09/06/2015",9,6,2015,0,1,FALSE,FALSE
1210,1210,"Randwick Council","Clovelly Beach",3,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"15/06/2015",15,6,2015,1.09861228866811,1.90138771133189,FALSE,FALSE
1211,1211,"Randwick Council","Clovelly Beach",4,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"20/06/2015",20,6,2015,1.38629436111989,2.61370563888011,FALSE,FALSE
1212,1212,"Randwick Council","Clovelly Beach",10,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"31/08/2015",31,8,2015,2.30258509299405,7.69741490700595,FALSE,FALSE
1213,1213,"Randwick Council","Clovelly Beach",7,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"04/09/2015",4,9,2015,1.94591014905531,5.05408985094469,FALSE,FALSE
1214,1214,"Randwick Council","Clovelly Beach",4,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"11/09/2015",11,9,2015,1.38629436111989,2.61370563888011,FALSE,FALSE
1215,1215,"Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"17/09/2015",17,9,2015,-Inf,Inf,FALSE,FALSE
1216,1216,"Randwick Council","Clovelly Beach",6,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"23/09/2015",23,9,2015,1.79175946922805,4.20824053077195,FALSE,FALSE
1217,1217,"Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"26/06/2015",26,6,2015,0,1,FALSE,FALSE
1218,1218,"Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"02/07/2015",2,7,2015,-Inf,Inf,FALSE,FALSE
1219,1219,"Randwick Council","Clovelly Beach",3,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"21/07/2015",21,7,2015,1.09861228866811,1.90138771133189,FALSE,FALSE
1220,1220,"Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"06/10/2015",6,10,2015,0,1,FALSE,FALSE
1221,1221,"Randwick Council","Clovelly Beach",3,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"12/10/2015",12,10,2015,1.09861228866811,1.90138771133189,FALSE,FALSE
1222,1222,"Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"18/10/2015",18,10,2015,0,1,FALSE,FALSE
1223,1223,"Randwick Council","Clovelly Beach",2,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"24/10/2015",24,10,2015,0.693147180559945,1.30685281944005,FALSE,FALSE
1224,1224,"Randwick Council","Clovelly Beach",12,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"30/10/2015",30,10,2015,2.484906649788,9.515093350212,FALSE,TRUE
1225,1225,"Randwick Council","Clovelly Beach",9,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"05/11/2015",5,11,2015,2.19722457733622,6.80277542266378,FALSE,FALSE
1226,1226,"Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"11/12/2015",11,12,2015,0,1,FALSE,FALSE
1227,1227,"Randwick Council","Clovelly Beach",2,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"05/01/2015",5,1,2015,0.693147180559945,1.30685281944005,FALSE,FALSE
1228,1228,"Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"15/01/2015",15,1,2015,-Inf,Inf,FALSE,FALSE
1229,1229,"Randwick Council","Clovelly Beach",6,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"21/01/2015",21,1,2015,1.79175946922805,4.20824053077195,FALSE,FALSE
1230,1230,"Randwick Council","Clovelly Beach",15,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"29/01/2015",29,1,2015,2.70805020110221,12.2919497988978,FALSE,TRUE
1231,1231,"Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"22/02/2015",22,2,2015,0,1,FALSE,FALSE
1232,1232,"Randwick Council","Clovelly Beach",16,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"27/02/2015",27,2,2015,2.77258872223978,13.2274112777602,FALSE,TRUE
1233,1233,"Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"05/03/2015",5,3,2015,0,1,FALSE,FALSE
1234,1234,"Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"09/03/2015",9,3,2015,-Inf,Inf,FALSE,FALSE
1235,1235,"Randwick Council","Clovelly Beach",2,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"05/05/2015",5,5,2015,0.693147180559945,1.30685281944005,FALSE,FALSE
1236,1236,"Randwick Council","Clovelly Beach",5,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"11/05/2015",11,5,2015,1.6094379124341,3.3905620875659,FALSE,FALSE
1237,1237,"Randwick Council","Clovelly Beach",84,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"22/05/2015",22,5,2015,4.43081679884331,79.5691832011567,TRUE,TRUE
1238,1238,"Randwick Council","Clovelly Beach",4,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"17/05/2015",17,5,2015,1.38629436111989,2.61370563888011,FALSE,FALSE
1239,1239,"Randwick Council","Clovelly Beach",7,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"03/06/2015",3,6,2015,1.94591014905531,5.05408985094469,FALSE,FALSE
1240,1240,"Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"08/07/2015",8,7,2015,-Inf,Inf,FALSE,FALSE
1241,1241,"Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"15/07/2015",15,7,2015,-Inf,Inf,FALSE,FALSE
1242,1242,"Randwick Council","Coogee Beach",5,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"15/07/2015",15,7,2015,1.6094379124341,3.3905620875659,FALSE,FALSE
1243,1243,"Randwick Council","Coogee Beach",25,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"08/07/2015",8,7,2015,3.2188758248682,21.7811241751318,FALSE,FALSE
1244,1244,"Randwick Council","Coogee Beach",14,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"21/07/2015",21,7,2015,2.63905732961526,11.3609426703847,FALSE,FALSE
1245,1245,"Randwick Council","Coogee Beach",0,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"15/06/2015",15,6,2015,-Inf,Inf,FALSE,FALSE
1246,1246,"Randwick Council","Coogee Beach",11,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"20/06/2015",20,6,2015,2.39789527279837,8.60210472720163,FALSE,FALSE
1247,1247,"Randwick Council","Coogee Beach",10,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"26/06/2015",26,6,2015,2.30258509299405,7.69741490700595,FALSE,FALSE
1248,1248,"Randwick Council","Coogee Beach",1,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"03/06/2015",3,6,2015,0,1,FALSE,FALSE
1249,1249,"Randwick Council","Coogee Beach",22,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"09/06/2015",9,6,2015,3.09104245335832,18.9089575466417,FALSE,FALSE
