"","council","site","beachbugs","beach_id","region","longitude","latitude","date"
"597","Waverley Council","Tamarama Beach",14,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"28/10/2013"
"598","Waverley Council","Tamarama Beach",4,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"05/11/2013"
"599","Waverley Council","Tamarama Beach",0,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"12/10/2013"
"600","Waverley Council","Tamarama Beach",8,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"23/12/2013"
"601","Waverley Council","Tamarama Beach",1,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"29/11/2013"
"602","Waverley Council","Tamarama Beach",2,23,"Sydney City Ocean Beaches",151.270572,-33.90056,"07/12/2013"
"603","Randwick Council","Clovelly Beach",3,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"08/10/2014"
"604","Randwick Council","Clovelly Beach",11,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"16/10/2014"
"605","Randwick Council","Clovelly Beach",5,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"25/10/2014"
"606","Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"02/11/2014"
"607","Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"10/11/2014"
"608","Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"18/11/2014"
"609","Randwick Council","Clovelly Beach",21,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"13/12/2014"
"610","Randwick Council","Clovelly Beach",6,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"19/12/2014"
"611","Randwick Council","Clovelly Beach",3,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"16/01/2014"
"612","Randwick Council","Clovelly Beach",5,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"24/01/2014"
"613","Randwick Council","Clovelly Beach",6,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"09/02/2014"
"614","Randwick Council","Clovelly Beach",5,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"25/02/2014"
"615","Randwick Council","Clovelly Beach",3,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"05/03/2014"
"616","Randwick Council","Clovelly Beach",60,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"06/04/2014"
"617","Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"06/05/2014"
"618","Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"16/05/2014"
"619","Randwick Council","Clovelly Beach",5,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"22/05/2014"
"620","Randwick Council","Clovelly Beach",9,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"10/06/2014"
"621","Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"26/06/2014"
"622","Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"08/07/2014"
"623","Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"14/07/2014"
"624","Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"24/07/2014"
"625","Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"05/08/2014"
"626","Randwick Council","Clovelly Beach",2,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"21/08/2014"
"627","Randwick Council","Clovelly Beach",4,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"21/10/2014"
"628","Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"26/11/2014"
"629","Randwick Council","Clovelly Beach",53,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"04/12/2014"
"630","Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"12/09/2014"
"631","Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"18/09/2014"
"632","Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"24/09/2014"
"633","Randwick Council","Clovelly Beach",360,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"28/12/2014"
"634","Randwick Council","Clovelly Beach",3,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"08/01/2014"
"635","Randwick Council","Clovelly Beach",8,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"01/02/2014"
"636","Randwick Council","Clovelly Beach",50,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"17/02/2014"
"637","Randwick Council","Clovelly Beach",22,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"13/03/2014"
"638","Randwick Council","Clovelly Beach",12,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"21/03/2014"
"639","Randwick Council","Clovelly Beach",4,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"29/03/2014"
"640","Randwick Council","Clovelly Beach",3,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"22/04/2014"
"641","Randwick Council","Clovelly Beach",14,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"14/04/2014"
"642","Randwick Council","Clovelly Beach",11,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"30/04/2014"
"643","Randwick Council","Clovelly Beach",4,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"12/05/2014"
"644","Randwick Council","Clovelly Beach",2,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"28/05/2014"
"645","Randwick Council","Clovelly Beach",2,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"03/06/2014"
"646","Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"19/06/2014"
"647","Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"03/07/2014"
"648","Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"18/07/2014"
"649","Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"01/08/2014"
"650","Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"11/08/2014"
"651","Randwick Council","Clovelly Beach",1,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"15/08/2014"
"652","Randwick Council","Clovelly Beach",7,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"27/08/2014"
"653","Randwick Council","Clovelly Beach",0,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"02/09/2014"
"654","Randwick Council","Clovelly Beach",4,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"08/09/2014"
"655","Randwick Council","Clovelly Beach",18,25,"Sydney City Ocean Beaches",151.267505,-33.914486,"30/09/2014"
"656","Randwick Council","Coogee Beach",12,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"30/09/2014"
"657","Randwick Council","Coogee Beach",0,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"24/09/2014"
"658","Randwick Council","Coogee Beach",2,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"08/09/2014"
"659","Randwick Council","Coogee Beach",72,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"27/08/2014"
"660","Randwick Council","Coogee Beach",35,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"21/08/2014"
"661","Randwick Council","Coogee Beach",0,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"15/08/2014"
"662","Randwick Council","Coogee Beach",39,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"11/08/2014"
"663","Randwick Council","Coogee Beach",2,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"01/08/2014"
"664","Randwick Council","Coogee Beach",1,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"05/08/2014"
"665","Randwick Council","Coogee Beach",20,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"19/06/2014"
"666","Randwick Council","Coogee Beach",570,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"10/06/2014"
"667","Randwick Council","Coogee Beach",6,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"28/05/2014"
"668","Randwick Council","Coogee Beach",5,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"12/05/2014"
"669","Randwick Council","Coogee Beach",16,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"14/04/2014"
"670","Randwick Council","Coogee Beach",8,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"22/04/2014"
"671","Randwick Council","Coogee Beach",19,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"05/03/2014"
"672","Randwick Council","Coogee Beach",22,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"29/03/2014"
"673","Randwick Council","Coogee Beach",57,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"21/03/2014"
"674","Randwick Council","Coogee Beach",110,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"13/03/2014"
"675","Randwick Council","Coogee Beach",4,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"09/02/2014"
"676","Randwick Council","Coogee Beach",16,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"16/01/2014"
"677","Randwick Council","Coogee Beach",22,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"08/01/2014"
"678","Randwick Council","Coogee Beach",450,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"28/12/2014"
"679","Randwick Council","Coogee Beach",0,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"18/09/2014"
"680","Randwick Council","Coogee Beach",4,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"12/09/2014"
"681","Randwick Council","Coogee Beach",66,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"04/12/2014"
"682","Randwick Council","Coogee Beach",27,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"26/11/2014"
"683","Randwick Council","Coogee Beach",30,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"02/11/2014"
"684","Randwick Council","Coogee Beach",0,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"10/11/2014"
"685","Randwick Council","Coogee Beach",3,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"18/11/2014"
"686","Randwick Council","Coogee Beach",0,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"02/09/2014"
"687","Randwick Council","Coogee Beach",3,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"24/07/2014"
"688","Randwick Council","Coogee Beach",2,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"14/07/2014"
"689","Randwick Council","Coogee Beach",0,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"08/07/2014"
"690","Randwick Council","Coogee Beach",1,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"18/07/2014"
"691","Randwick Council","Coogee Beach",4,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"26/06/2014"
"692","Randwick Council","Coogee Beach",1,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"03/07/2014"
"693","Randwick Council","Coogee Beach",10,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"22/05/2014"
"694","Randwick Council","Coogee Beach",6,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"16/05/2014"
"695","Randwick Council","Coogee Beach",7,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"06/05/2014"
"696","Randwick Council","Coogee Beach",20,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"30/04/2014"
"697","Randwick Council","Coogee Beach",160,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"06/04/2014"
"698","Randwick Council","Coogee Beach",40,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"25/02/2014"
"699","Randwick Council","Coogee Beach",110,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"17/02/2014"
"700","Randwick Council","Coogee Beach",20,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"24/01/2014"
"701","Randwick Council","Coogee Beach",29,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"01/02/2014"
"702","Randwick Council","Coogee Beach",25,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"19/12/2014"
"703","Randwick Council","Coogee Beach",42,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"13/12/2014"
"704","Randwick Council","Coogee Beach",4,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"25/10/2014"
"705","Randwick Council","Coogee Beach",8,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"16/10/2014"
"706","Randwick Council","Coogee Beach",6,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"21/10/2014"
"707","Randwick Council","Coogee Beach",620,26,"Sydney City Ocean Beaches",151.25817,-33.92076,"08/10/2014"
"708","Randwick Council","Gordons Bay (East)",44,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"08/10/2014"
"709","Randwick Council","Gordons Bay (East)",1,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"16/10/2014"
"710","Randwick Council","Gordons Bay (East)",3,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"25/10/2014"
"711","Randwick Council","Gordons Bay (East)",2,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"02/11/2014"
"712","Randwick Council","Gordons Bay (East)",11,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"10/11/2014"
"713","Randwick Council","Gordons Bay (East)",0,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"18/11/2014"
"714","Randwick Council","Gordons Bay (East)",3,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"08/01/2014"
"715","Randwick Council","Gordons Bay (East)",6,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"16/01/2014"
"716","Randwick Council","Gordons Bay (East)",0,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"24/01/2014"
"717","Randwick Council","Gordons Bay (East)",0,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"09/02/2014"
"718","Randwick Council","Gordons Bay (East)",2,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"25/02/2014"
"719","Randwick Council","Gordons Bay (East)",35,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"06/04/2014"
"720","Randwick Council","Gordons Bay (East)",24,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"29/03/2014"
"721","Randwick Council","Gordons Bay (East)",9,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"05/03/2014"
"722","Randwick Council","Gordons Bay (East)",23,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"13/03/2014"
"723","Randwick Council","Gordons Bay (East)",31,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"21/03/2014"
"724","Randwick Council","Gordons Bay (East)",0,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"22/04/2014"
"725","Randwick Council","Gordons Bay (East)",0,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"06/05/2014"
"726","Randwick Council","Gordons Bay (East)",4,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"16/05/2014"
"727","Randwick Council","Gordons Bay (East)",0,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"19/06/2014"
"728","Randwick Council","Gordons Bay (East)",0,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"26/06/2014"
"729","Randwick Council","Gordons Bay (East)",16,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"10/06/2014"
"730","Randwick Council","Gordons Bay (East)",0,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"22/05/2014"
"731","Randwick Council","Gordons Bay (East)",0,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"24/07/2014"
"732","Randwick Council","Gordons Bay (East)",2,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"08/07/2014"
"733","Randwick Council","Gordons Bay (East)",0,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"14/07/2014"
"734","Randwick Council","Gordons Bay (East)",0,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"05/08/2014"
"735","Randwick Council","Gordons Bay (East)",0,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"21/10/2014"
"736","Randwick Council","Gordons Bay (East)",4,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"21/08/2014"
"737","Randwick Council","Gordons Bay (East)",32,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"26/11/2014"
"738","Randwick Council","Gordons Bay (East)",17,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"04/12/2014"
"739","Randwick Council","Gordons Bay (East)",5,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"13/12/2014"
"740","Randwick Council","Gordons Bay (East)",30,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"19/12/2014"
"741","Randwick Council","Gordons Bay (East)",0,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"18/09/2014"
"742","Randwick Council","Gordons Bay (East)",1,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"24/09/2014"
"743","Randwick Council","Gordons Bay (East)",450,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"28/12/2014"
"744","Randwick Council","Gordons Bay (East)",5,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"01/02/2014"
"745","Randwick Council","Gordons Bay (East)",89,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"17/02/2014"
"746","Randwick Council","Gordons Bay (East)",4,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"14/04/2014"
"747","Randwick Council","Gordons Bay (East)",8,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"30/04/2014"
"748","Randwick Council","Gordons Bay (East)",0,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"12/05/2014"
"749","Randwick Council","Gordons Bay (East)",5,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"28/05/2014"
"750","Randwick Council","Gordons Bay (East)",0,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"18/07/2014"
"751","Randwick Council","Gordons Bay (East)",1,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"01/08/2014"
"752","Randwick Council","Gordons Bay (East)",0,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"03/06/2014"
"753","Randwick Council","Gordons Bay (East)",0,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"03/07/2014"
"754","Randwick Council","Gordons Bay (East)",0,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"11/08/2014"
"755","Randwick Council","Gordons Bay (East)",1,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"15/08/2014"
"756","Randwick Council","Gordons Bay (East)",13,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"27/08/2014"
"757","Randwick Council","Gordons Bay (East)",0,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"02/09/2014"
"758","Randwick Council","Gordons Bay (East)",2,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"08/09/2014"
"759","Randwick Council","Gordons Bay (East)",2,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"12/09/2014"
"760","Randwick Council","Gordons Bay (East)",0,25.9,"Sydney City Ocean Beaches",151.264558,-33.915646,"30/09/2014"
"761","Randwick Council","Little Bay Beach",0,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"30/09/2014"
"762","Randwick Council","Little Bay Beach",4,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"08/09/2014"
"763","Randwick Council","Little Bay Beach",0,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"12/09/2014"
"764","Randwick Council","Little Bay Beach",120,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"27/08/2014"
"765","Randwick Council","Little Bay Beach",0,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"02/09/2014"
"766","Randwick Council","Little Bay Beach",1,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"15/08/2014"
"767","Randwick Council","Little Bay Beach",12,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"11/08/2014"
"768","Randwick Council","Little Bay Beach",0,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"01/08/2014"
"769","Randwick Council","Little Bay Beach",0,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"03/07/2014"
"770","Randwick Council","Little Bay Beach",0,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"18/07/2014"
"771","Randwick Council","Little Bay Beach",6,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"28/05/2014"
"772","Randwick Council","Little Bay Beach",10,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"03/06/2014"
"773","Randwick Council","Little Bay Beach",24,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"14/04/2014"
"774","Randwick Council","Little Bay Beach",95,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"30/04/2014"
"775","Randwick Council","Little Bay Beach",13,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"01/02/2014"
"776","Randwick Council","Little Bay Beach",46,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"17/02/2014"
"777","Randwick Council","Little Bay Beach",10,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"28/12/2014"
"778","Randwick Council","Little Bay Beach",3,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"24/09/2014"
"779","Randwick Council","Little Bay Beach",21,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"19/12/2014"
"780","Randwick Council","Little Bay Beach",0,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"18/09/2014"
"781","Randwick Council","Little Bay Beach",81,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"04/12/2014"
"782","Randwick Council","Little Bay Beach",2,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"26/11/2014"
"783","Randwick Council","Little Bay Beach",42,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"21/10/2014"
"784","Randwick Council","Little Bay Beach",3,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"05/08/2014"
"785","Randwick Council","Little Bay Beach",11,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"21/08/2014"
"786","Randwick Council","Little Bay Beach",1,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"24/07/2014"
"787","Randwick Council","Little Bay Beach",0,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"08/07/2014"
"788","Randwick Council","Little Bay Beach",2,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"14/07/2014"
"789","Randwick Council","Little Bay Beach",22,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"10/06/2014"
"790","Randwick Council","Little Bay Beach",6,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"19/06/2014"
"791","Randwick Council","Little Bay Beach",4,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"26/06/2014"
"792","Randwick Council","Little Bay Beach",0,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"12/05/2014"
"793","Randwick Council","Little Bay Beach",2,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"16/05/2014"
"794","Randwick Council","Little Bay Beach",3,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"22/05/2014"
"795","Randwick Council","Little Bay Beach",30,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"22/04/2014"
"796","Randwick Council","Little Bay Beach",8,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"06/05/2014"
"797","Randwick Council","Little Bay Beach",36,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"13/03/2014"
"798","Randwick Council","Little Bay Beach",3,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"05/03/2014"
"799","Randwick Council","Little Bay Beach",39,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"29/03/2014"
"800","Randwick Council","Little Bay Beach",60,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"21/03/2014"
"801","Randwick Council","Little Bay Beach",2,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"06/04/2014"
"802","Randwick Council","Little Bay Beach",8,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"09/02/2014"
"803","Randwick Council","Little Bay Beach",7,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"25/02/2014"
"804","Randwick Council","Little Bay Beach",1,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"16/01/2014"
"805","Randwick Council","Little Bay Beach",20,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"24/01/2014"
"806","Randwick Council","Little Bay Beach",5,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"08/01/2014"
"807","Randwick Council","Little Bay Beach",15,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"13/12/2014"
"808","Randwick Council","Little Bay Beach",3,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"18/11/2014"
"809","Randwick Council","Little Bay Beach",1,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"02/11/2014"
"810","Randwick Council","Little Bay Beach",120,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"10/11/2014"
"811","Randwick Council","Little Bay Beach",52,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"25/10/2014"
"812","Randwick Council","Little Bay Beach",51,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"08/10/2014"
"813","Randwick Council","Little Bay Beach",27,29,"Sydney City Ocean Beaches",151.25149,-33.98012,"16/10/2014"
"814","Randwick Council","Malabar Beach",11,28,"Sydney City Ocean Beaches",151.252247,-33.96436,"16/10/2014"
"815","Randwick Council","Malabar Beach",160,28,"Sydney City Ocean Beaches",151.252247,-33.96436,"08/10/2014"
"816","Randwick Council","Malabar Beach",200,28,"Sydney City Ocean Beaches",151.252247,-33.96436,"25/10/2014"
"817","Randwick Council","Malabar Beach",7,28,"Sydney City Ocean Beaches",151.252247,-33.96436,"02/11/2014"
"818","Randwick Council","Malabar Beach",0,28,"Sydney City Ocean Beaches",151.252247,-33.96436,"10/11/2014"
"819","Randwick Council","Malabar Beach",19,28,"Sydney City Ocean Beaches",151.252247,-33.96436,"18/11/2014"
"820","Randwick Council","Malabar Beach",12,28,"Sydney City Ocean Beaches",151.252247,-33.96436,"26/11/2014"
"821","Randwick Council","Malabar Beach",10,28,"Sydney City Ocean Beaches",151.252247,-33.96436,"28/12/2014"
"822","Randwick Council","Malabar Beach",17,28,"Sydney City Ocean Beaches",151.252247,-33.96436,"16/01/2014"
"823","Randwick Council","Malabar Beach",3,28,"Sydney City Ocean Beaches",151.252247,-33.96436,"08/01/2014"
"824","Randwick Council","Malabar Beach",2,28,"Sydney City Ocean Beaches",151.252247,-33.96436,"09/02/2014"
"825","Randwick Council","Malabar Beach",170,28,"Sydney City Ocean Beaches",151.252247,-33.96436,"29/03/2014"
"826","Randwick Council","Malabar Beach",45,28,"Sydney City Ocean Beaches",151.252247,-33.96436,"06/04/2014"
"827","Randwick Council","Malabar Beach",4,28,"Sydney City Ocean Beaches",151.252247,-33.96436,"21/03/2014"
"828","Randwick Council","Malabar Beach",66,28,"Sydney City Ocean Beaches",151.252247,-33.96436,"05/03/2014"
"829","Randwick Council","Malabar Beach",58,28,"Sydney City Ocean Beaches",151.252247,-33.96436,"13/03/2014"
"830","Randwick Council","Malabar Beach",16,28,"Sydney City Ocean Beaches",151.252247,-33.96436,"22/04/2014"
"831","Randwick Council","Malabar Beach",11,28,"Sydney City Ocean Beaches",151.252247,-33.96436,"14/04/2014"
"832","Randwick Council","Malabar Beach",38,28,"Sydney City Ocean Beaches",151.252247,-33.96436,"22/05/2014"
"833","Randwick Council","Malabar Beach",60,28,"Sydney City Ocean Beaches",151.252247,-33.96436,"12/05/2014"
"834","Randwick Council","Malabar Beach",4,28,"Sydney City Ocean Beaches",151.252247,-33.96436,"19/06/2014"
